psLayout version 3

match	mis- 	rep. 	N's	Q gap	Q gap	T gap	T gap	strand	Q        	Q   	Q    	Q  	T        	T   	T    	T  	block	blockSizes 	qStarts	 tStarts
20	1	0	0	0	0	0	0	+	10095-26	21	0	21	mmu-mir-669i	127	21	42	1	21,	0,	21,
17	0	0	0	0	0	0	0	+	10095-26	21	4	21	mmu-mir-669f	121	10	27	1	17,	4,	10,
20	1	0	0	0	0	0	0	+	10095-26	21	0	21	mmu-mir-669c	109	12	33	1	21,	0,	12,
20	1	0	0	0	0	0	0	+	10095-26	21	0	21	mmu-mir-669a-3	109	14	35	1	21,	0,	14,
20	1	0	0	0	0	0	0	+	10095-26	21	0	21	mmu-mir-669a-2	97	8	29	1	21,	0,	8,
20	1	0	0	0	0	0	0	+	10095-26	21	0	21	mmu-mir-669a-1	97	6	27	1	21,	0,	6,
22	0	0	0	0	0	0	0	+	10096-26	22	0	22	mmu-mir-188	68	5	27	1	22,	0,	5,
20	1	0	0	0	0	0	0	+	10104-26	21	0	21	mmu-mir-2135-5	102	50	71	1	21,	0,	50,
21	0	0	0	0	0	0	0	+	10104-26	21	0	21	mmu-mir-2135-4	107	55	76	1	21,	0,	55,
21	0	0	0	0	0	0	0	+	10104-26	21	0	21	mmu-mir-2135-3	110	56	77	1	21,	0,	56,
21	0	0	0	0	0	0	0	+	10104-26	21	0	21	mmu-mir-2135-2	110	56	77	1	21,	0,	56,
21	0	0	0	0	0	0	0	+	10104-26	21	0	21	mmu-mir-2135-1	110	56	77	1	21,	0,	56,
19	0	0	0	0	0	0	0	+	10105-26	20	1	20	mmu-mir-134	71	7	26	1	19,	1,	7,
19	1	0	0	0	0	0	0	+	10111-26	20	0	20	mmu-mir-433	124	66	86	1	20,	0,	66,
18	1	0	0	0	0	0	0	+	10121-26	19	0	19	mmu-mir-674	100	24	43	1	19,	0,	24,
20	1	0	0	0	0	0	0	+	10128-26	21	0	21	mmu-mir-26a-2	84	13	34	1	21,	0,	13,
20	1	0	0	0	0	0	0	+	10128-26	21	0	21	mmu-mir-26a-1	90	15	36	1	21,	0,	15,
18	1	0	0	0	0	0	0	+	10141-26	19	0	19	mmu-mir-293	80	47	66	1	19,	0,	47,
20	0	0	0	0	0	0	0	+	10142-26	20	0	20	mmu-mir-324	89	54	74	1	20,	0,	54,
21	0	0	0	0	0	0	0	+	10146-26	21	0	21	mmu-mir-363	75	50	71	1	21,	0,	50,
17	0	0	0	0	0	0	0	+	10149-26	17	0	17	mmu-mir-1983	132	80	97	1	17,	0,	80,
19	1	0	0	0	0	0	0	+	10155-26	20	0	20	mmu-mir-467h	121	80	100	1	20,	0,	80,
19	1	0	0	0	0	0	0	+	10155-26	20	0	20	mmu-mir-467e	87	11	31	1	20,	0,	11,
18	2	0	0	0	0	0	0	+	10155-26	20	0	20	mmu-mir-467d	85	10	30	1	20,	0,	10,
18	2	0	0	0	0	0	0	+	10155-26	20	0	20	mmu-mir-467c	97	10	30	1	20,	0,	10,
20	1	0	0	0	0	0	0	+	10157-26	21	0	21	mmu-mir-421	76	44	65	1	21,	0,	44,
20	0	0	0	0	0	0	0	+	10161-26	21	1	21	mmu-mir-21	92	18	38	1	20,	1,	18,
18	1	0	0	0	0	0	0	+	10163-26	19	0	19	mmu-mir-294	84	51	70	1	19,	0,	51,
19	0	0	0	0	0	0	0	+	10165-26	19	0	19	mmu-mir-192	89	14	33	1	19,	0,	14,
22	0	0	0	0	0	0	0	+	10171-26	22	0	22	mmu-mir-670	100	60	82	1	22,	0,	60,
21	0	0	0	0	0	0	0	+	10172-26	21	0	21	mmu-mir-1306	71	9	30	1	21,	0,	9,
20	1	0	0	0	0	0	0	+	10174-26	21	0	21	mmu-mir-106a	65	4	25	1	21,	0,	4,
19	0	0	0	0	0	0	0	+	10180-26	20	1	20	mmu-mir-99b	70	7	26	1	19,	1,	7,
19	1	0	0	0	0	0	0	+	10187-26	20	0	20	mmu-mir-302d	66	41	61	1	20,	0,	41,
20	1	0	0	0	0	0	0	+	10190-26	21	0	21	mmu-mir-295	69	42	63	1	21,	0,	42,
20	0	0	0	0	0	0	0	+	10199-26	20	0	20	mmu-mir-411	82	50	70	1	20,	0,	50,
19	1	0	0	0	0	0	0	+	10199-26	20	0	20	mmu-mir-379	66	42	62	1	20,	0,	42,
19	0	0	0	0	0	0	0	+	10203-26	19	0	19	mmu-mir-466e	84	52	71	1	19,	0,	52,
18	0	0	0	0	0	0	0	+	10203-26	19	0	18	mmu-mir-466d	96	52	70	1	18,	0,	52,
19	0	0	0	0	0	0	0	+	10203-26	19	0	19	mmu-mir-466c	84	52	71	1	19,	0,	52,
19	0	0	0	0	0	0	0	+	10203-26	19	0	19	mmu-mir-466b-3	81	51	70	1	19,	0,	51,
19	0	0	0	0	0	0	0	+	10203-26	19	0	19	mmu-mir-466b-2	82	51	70	1	19,	0,	51,
19	0	0	0	0	0	0	0	+	10203-26	19	0	19	mmu-mir-466b-1	82	51	70	1	19,	0,	51,
19	0	0	0	0	0	0	0	+	10203-26	19	0	19	mmu-mir-466a	73	51	70	1	19,	0,	51,
20	0	0	0	0	0	0	0	+	10204-26	20	0	20	mmu-mir-363	75	48	68	1	20,	0,	48,
18	0	0	0	0	0	0	0	+	10212-26	18	0	18	mmu-mir-872	81	49	67	1	18,	0,	49,
19	0	0	0	0	0	0	0	+	10214-26	21	2	21	mmu-mir-292	82	52	71	1	19,	2,	52,
17	0	0	0	0	0	0	0	+	10225-26	17	0	17	mmu-mir-20b	80	11	28	1	17,	0,	11,
20	1	0	0	0	0	0	0	+	10227-26	21	0	21	mmu-mir-17	84	13	34	1	21,	0,	13,
20	1	0	0	0	0	0	0	+	10230-26	21	0	21	mmu-mir-20a	107	26	47	1	21,	0,	26,
16	0	0	0	0	0	0	0	+	10233-26	20	0	16	mmu-mir-302b	74	49	65	1	16,	0,	49,
20	0	0	0	0	0	0	0	+	10233-26	20	0	20	mmu-mir-302a	69	45	65	1	20,	0,	45,
19	1	0	0	0	0	0	0	+	10236-26	20	0	20	mmu-mir-130a	64	41	61	1	20,	0,	41,
17	0	0	0	0	0	0	0	+	10244-26	17	0	17	mmu-mir-434	94	59	76	1	17,	0,	59,
19	1	0	0	0	0	0	0	+	10247-26	20	0	20	mmu-mir-295	69	43	63	1	20,	0,	43,
20	1	0	0	0	0	0	0	+	10249-26	21	0	21	mmu-mir-421	76	44	65	1	21,	0,	44,
18	1	0	0	0	0	0	0	+	10251-26	19	0	19	mmu-mir-467f	120	81	100	1	19,	0,	81,
18	0	0	0	0	0	0	0	+	10251-26	19	0	18	mmu-mir-467e	87	48	66	1	18,	0,	48,
19	0	0	0	0	0	0	0	+	10251-26	19	0	19	mmu-mir-467d	85	47	66	1	19,	0,	47,
18	0	0	0	0	0	0	0	+	10251-26	19	0	18	mmu-mir-467c	97	47	65	1	18,	0,	47,
18	1	0	0	0	0	0	0	+	10251-26	19	0	19	mmu-mir-467b	73	46	65	1	19,	0,	46,
19	0	0	0	0	0	0	0	+	10251-26	19	0	19	mmu-mir-467a-1	73	46	65	1	19,	0,	46,
18	1	0	0	0	0	0	0	+	10253-26	19	0	19	mmu-mir-379	66	5	24	1	19,	0,	5,
19	1	0	0	0	0	0	0	+	10254-26	20	0	20	mmu-mir-130b	82	50	70	1	20,	0,	50,
23	0	0	0	0	0	0	0	+	10256-26	23	0	23	mmu-mir-666	99	18	41	1	23,	0,	18,
19	1	0	0	0	0	0	0	+	10258-26	20	0	20	mmu-mir-24-2	107	61	81	1	20,	0,	61,
19	1	0	0	0	0	0	0	+	10258-26	20	0	20	mmu-mir-24-1	68	44	64	1	20,	0,	44,
19	0	0	0	0	0	0	0	+	10267-26	19	0	19	mmu-mir-302d	66	7	26	1	19,	0,	7,
20	1	0	0	0	0	0	0	+	10268-26	21	0	21	mmu-mir-298	82	10	31	1	21,	0,	10,
18	0	0	0	0	0	0	0	+	10271-26	19	1	19	mmu-mir-106a	65	5	23	1	18,	1,	5,
16	0	0	0	0	0	0	0	+	10275-25	16	0	16	mmu-mir-367	75	29	45	1	16,	0,	29,
21	0	0	0	0	0	0	0	+	10280-25	21	0	21	mmu-mir-330	98	61	82	1	21,	0,	61,
19	0	0	0	0	0	0	0	+	10283-25	19	0	19	mmu-mir-130a	64	40	59	1	19,	0,	40,
16	0	0	0	0	0	0	0	+	10288-25	21	0	16	mmu-mir-302d	66	42	58	1	16,	0,	42,
16	0	0	0	0	0	0	0	+	10288-25	21	0	16	mmu-mir-302c	68	43	59	1	16,	0,	43,
20	1	0	0	0	0	0	0	+	10288-25	21	0	21	mmu-mir-302b	74	48	69	1	21,	0,	48,
17	0	0	0	0	0	0	0	+	10288-25	21	0	17	mmu-mir-302a	69	44	61	1	17,	0,	44,
19	1	0	0	0	0	0	0	+	10289-25	20	0	20	mmu-mir-302d	66	42	62	1	20,	0,	42,
16	0	0	0	0	0	0	0	+	10289-25	20	0	16	mmu-mir-302c	68	43	59	1	16,	0,	43,
16	0	0	0	0	0	0	0	+	10289-25	20	0	16	mmu-mir-302b	74	48	64	1	16,	0,	48,
16	0	0	0	0	0	0	0	+	10289-25	20	0	16	mmu-mir-302a	69	44	60	1	16,	0,	44,
17	0	0	0	0	0	0	0	+	10292-25	17	0	17	mmu-mir-382	76	10	27	1	17,	0,	10,
19	1	0	0	0	0	0	0	+	10301-25	20	0	20	mmu-mir-92a-2	91	54	74	1	20,	0,	54,
19	1	0	0	0	0	0	0	+	10301-25	20	0	20	mmu-mir-92a-1	80	49	69	1	20,	0,	49,
19	0	0	0	0	0	0	0	+	10302-25	20	1	20	mmu-mir-290	83	14	33	1	19,	1,	14,
19	1	0	0	0	0	0	0	+	10304-25	20	0	20	mmu-mir-302a	69	43	63	1	20,	0,	43,
20	0	0	0	0	0	0	0	+	10312-25	20	0	20	mmu-mir-2140	53	9	29	1	20,	0,	9,
19	0	0	0	0	0	0	0	+	10318-25	20	1	20	mmu-mir-26b	85	15	34	1	19,	1,	15,
19	0	0	0	0	0	0	0	+	10320-25	20	0	19	mmu-mir-302d	66	41	60	1	19,	0,	41,
17	0	0	0	0	0	0	0	+	10320-25	20	0	17	mmu-mir-302b	74	47	64	1	17,	0,	47,
17	0	0	0	0	0	0	0	+	10320-25	20	0	17	mmu-mir-302a	69	43	60	1	17,	0,	43,
16	0	0	0	0	0	0	0	+	10323-25	16	0	16	mmu-mir-2133-2	95	69	85	1	16,	0,	69,
18	1	0	0	0	0	0	0	+	10324-25	19	0	19	mmu-mir-26b	85	14	33	1	19,	0,	14,
20	0	0	0	0	0	0	0	+	10331-25	20	0	20	mmu-mir-715	110	57	77	1	20,	0,	57,
22	0	0	0	0	0	0	0	+	10333-25	22	0	22	mmu-mir-196b	85	15	37	1	22,	0,	15,
21	1	0	0	0	0	0	0	+	10333-25	22	0	22	mmu-mir-196a-2	85	15	37	1	22,	0,	15,
21	1	0	0	0	0	0	0	+	10333-25	22	0	22	mmu-mir-196a-1	102	23	45	1	22,	0,	23,
18	0	0	0	0	0	0	0	+	10335-25	18	0	18	mmu-mir-16-1	93	37	55	1	18,	0,	37,
16	0	0	0	0	0	0	0	-	10337-25	16	0	16	mmu-mir-2182	116	61	77	1	16,	0,	61,
16	0	0	0	0	0	0	0	+	10340-25	16	0	16	mmu-mir-2133-2	95	39	55	1	16,	0,	39,
16	0	0	0	0	0	0	0	+	10340-25	16	0	16	mmu-mir-2133-1	91	37	53	1	16,	0,	37,
17	0	0	0	0	0	0	0	+	10344-25	17	0	17	mmu-mir-2135-4	107	52	69	1	17,	0,	52,
17	0	0	0	0	0	0	0	+	10344-25	17	0	17	mmu-mir-2135-3	110	53	70	1	17,	0,	53,
17	0	0	0	0	0	0	0	+	10344-25	17	0	17	mmu-mir-2135-2	110	53	70	1	17,	0,	53,
17	0	0	0	0	0	0	0	+	10344-25	17	0	17	mmu-mir-2135-1	110	53	70	1	17,	0,	53,
18	1	0	0	0	0	0	0	+	10348-25	19	0	19	mmu-mir-411	82	15	34	1	19,	0,	15,
19	1	0	0	0	0	0	0	+	10349-25	20	0	20	mmu-mir-130b	82	50	70	1	20,	0,	50,
18	2	0	0	0	0	0	0	+	10349-25	20	0	20	mmu-mir-130a	64	41	61	1	20,	0,	41,
19	0	0	0	0	0	1	1	+	10350-25	19	0	19	mmu-mir-429	83	50	70	2	12,7,	0,12,	50,63,
20	0	0	0	0	0	0	0	+	10351-25	21	0	20	mmu-mir-1983	132	92	112	1	20,	0,	92,
19	1	0	0	0	0	0	0	+	10352-25	20	0	20	mmu-mir-130a	64	41	61	1	20,	0,	41,
19	1	0	0	0	0	0	0	+	10354-25	20	0	20	mmu-mir-210	110	65	85	1	20,	0,	65,
19	0	0	0	0	0	0	0	+	10362-25	20	1	20	mmu-mir-92a-2	91	55	74	1	19,	1,	55,
19	0	0	0	0	0	0	0	+	10362-25	20	1	20	mmu-mir-92a-1	80	50	69	1	19,	1,	50,
19	1	0	0	0	0	0	0	+	10363-25	20	0	20	mmu-mir-295	69	43	63	1	20,	0,	43,
18	1	0	0	0	0	0	0	+	10364-25	19	0	19	mmu-mir-302b	74	47	66	1	19,	0,	47,
17	1	0	0	0	0	0	0	+	10364-25	19	0	18	mmu-mir-302a	69	43	61	1	18,	0,	43,
19	0	0	0	0	0	1	1	+	10366-25	19	0	19	mmu-mir-669c	109	23	43	2	4,15,	0,4,	23,28,
19	1	0	0	0	0	0	0	+	10367-25	20	0	20	mmu-mir-467e	87	11	31	1	20,	0,	11,
19	0	0	0	0	0	0	0	+	10369-25	20	1	20	mmu-mir-24-2	107	61	80	1	19,	1,	61,
19	0	0	0	0	0	0	0	+	10369-25	20	1	20	mmu-mir-24-1	68	44	63	1	19,	1,	44,
17	0	0	0	0	0	0	0	+	10370-25	23	0	17	mmu-mir-18b	83	10	27	1	17,	0,	10,
23	0	0	0	0	0	0	0	+	10370-25	23	0	23	mmu-mir-18a	96	16	39	1	23,	0,	16,
18	1	0	0	0	0	0	0	+	10374-25	19	0	19	mmu-mir-411	82	15	34	1	19,	0,	15,
20	0	0	0	0	0	0	0	+	10375-25	20	0	20	mmu-mir-466k	122	5	25	1	20,	0,	5,
20	0	0	0	0	0	0	0	+	10375-25	20	0	20	mmu-mir-466i	121	50	70	1	20,	0,	50,
20	0	0	0	0	0	0	0	+	10379-25	21	1	21	mmu-mir-107	87	52	72	1	20,	1,	52,
20	0	0	0	0	0	0	0	+	10379-25	21	1	21	mmu-mir-103-2	86	52	72	1	20,	1,	52,
20	0	0	0	0	0	0	0	+	10379-25	21	1	21	mmu-mir-103-1	86	52	72	1	20,	1,	52,
18	0	0	0	0	0	0	0	+	10380-25	22	4	22	mmu-mir-669o	96	0	18	1	18,	4,	0,
22	0	0	0	0	0	0	0	+	10380-25	22	0	22	mmu-mir-669m-2	98	23	45	1	22,	0,	23,
22	0	0	0	0	0	0	0	+	10380-25	22	0	22	mmu-mir-669m-1	98	24	46	1	22,	0,	24,
22	0	0	0	0	0	0	0	+	10380-25	22	0	22	mmu-mir-669f	121	24	46	1	22,	0,	24,
20	2	0	0	0	0	0	0	+	10380-25	22	0	22	mmu-mir-669d	121	46	68	1	22,	0,	46,
21	0	0	0	0	0	0	0	+	10380-25	22	0	21	mmu-mir-669b	97	29	50	1	21,	0,	29,
17	1	0	0	0	0	0	0	+	10380-25	22	4	22	mmu-mir-669a-1	97	0	18	1	18,	4,	0,
19	0	0	0	0	0	0	0	+	10380-25	22	0	19	mmu-mir-466k	122	103	122	1	19,	0,	103,
22	0	0	0	0	0	0	0	+	10380-25	22	0	22	mmu-mir-466j	122	79	101	1	22,	0,	79,
21	1	0	0	0	0	0	0	+	10380-25	22	0	22	mmu-mir-466h	81	10	32	1	22,	0,	10,
20	2	0	0	0	0	0	0	+	10380-25	22	0	22	mmu-mir-466g	80	12	34	1	22,	0,	12,
21	0	0	0	0	0	0	0	+	10380-25	22	0	21	mmu-mir-466f-4	121	24	45	1	21,	0,	24,
22	0	0	0	0	0	0	0	+	10380-25	22	0	22	mmu-mir-466f-3	94	16	38	1	22,	0,	16,
22	0	0	0	0	0	0	0	+	10380-25	22	0	22	mmu-mir-466f-2	94	16	38	1	22,	0,	16,
22	0	0	0	0	0	0	0	+	10380-25	22	0	22	mmu-mir-466f-1	94	16	38	1	22,	0,	16,
21	1	0	0	0	0	0	0	+	10380-25	22	0	22	mmu-mir-297c	98	15	37	1	22,	0,	15,
17	0	0	0	0	0	0	0	+	10380-25	22	0	17	mmu-mir-297a-6	82	55	72	1	17,	0,	55,
22	0	0	0	0	0	0	0	+	10380-25	22	0	22	mmu-mir-297a-5	90	15	37	1	22,	0,	15,
22	0	0	0	0	0	0	0	+	10380-25	22	0	22	mmu-mir-297a-4	98	15	37	1	22,	0,	15,
22	0	0	0	0	0	0	0	+	10380-25	22	0	22	mmu-mir-297a-3	102	15	37	1	22,	0,	15,
17	0	0	0	0	0	0	0	+	10380-25	22	0	17	mmu-mir-297a-2	64	40	57	1	17,	0,	40,
18	0	0	0	0	0	0	0	+	10380-25	22	0	18	mmu-mir-297a-1	76	19	37	1	18,	0,	19,
20	0	0	0	1	2	0	0	-	10380-25	22	0	22	mmu-mir-669h	125	72	92	2	14,6,	0,16,	72,86,
21	1	0	0	0	0	1	6	-	10380-25	22	0	22	mmu-mir-467e	87	54	82	2	7,15,	0,7,	54,67,
21	0	0	0	0	0	0	0	+	10385-25	21	0	21	mmu-mir-376a	68	6	27	1	21,	0,	6,
19	1	0	0	0	0	0	0	+	10388-25	20	0	20	mmu-mir-433	124	66	86	1	20,	0,	66,
16	0	0	0	0	0	0	0	+	10396-25	20	0	16	mmu-mir-302d	66	42	58	1	16,	0,	42,
16	0	0	0	0	0	0	0	+	10396-25	20	0	16	mmu-mir-302c	68	43	59	1	16,	0,	43,
20	0	0	0	0	0	1	1	+	10396-25	20	0	20	mmu-mir-302b	74	48	69	2	16,4,	0,16,	48,65,
16	0	0	0	0	0	0	0	+	10396-25	20	0	16	mmu-mir-302a	69	44	60	1	16,	0,	44,
19	1	0	0	0	0	0	0	+	10399-25	20	0	20	mmu-mir-292	82	11	31	1	20,	0,	11,
18	1	0	0	0	0	0	0	+	10404-25	19	0	19	mmu-mir-101b	97	59	78	1	19,	0,	59,
19	0	0	0	0	0	0	0	+	10407-25	19	0	19	mmu-mir-21	92	56	75	1	19,	0,	56,
18	0	0	0	0	0	0	0	+	10412-25	18	0	18	mmu-mir-130a	64	43	61	1	18,	0,	43,
16	0	0	0	0	0	0	0	+	10416-25	16	0	16	mmu-mir-2134-6	57	17	33	1	16,	0,	17,
16	0	0	0	0	0	0	0	+	10416-25	16	0	16	mmu-mir-2134-5	57	17	33	1	16,	0,	17,
16	0	0	0	0	0	0	0	+	10416-25	16	0	16	mmu-mir-2134-4	57	17	33	1	16,	0,	17,
16	0	0	0	0	0	0	0	+	10416-25	16	0	16	mmu-mir-2134-3	90	35	51	1	16,	0,	35,
16	0	0	0	0	0	0	0	+	10416-25	16	0	16	mmu-mir-2134-2	57	17	33	1	16,	0,	17,
16	0	0	0	0	0	0	0	+	10416-25	16	0	16	mmu-mir-2134-1	55	16	32	1	16,	0,	16,
19	1	0	0	0	0	0	0	+	10420-25	20	0	20	mmu-mir-191	74	6	26	1	20,	0,	6,
20	1	0	0	0	0	0	0	+	10422-25	21	0	21	mmu-mir-24-2	107	60	81	1	21,	0,	60,
20	1	0	0	0	0	0	0	+	10422-25	21	0	21	mmu-mir-24-1	68	43	64	1	21,	0,	43,
20	1	0	0	0	0	0	0	+	10423-25	21	0	21	mmu-mir-298	82	10	31	1	21,	0,	10,
22	0	0	0	0	0	0	0	+	10430-25	22	0	22	mmu-mir-485	73	44	66	1	22,	0,	44,
18	2	0	0	0	0	0	0	+	10433-25	20	0	20	mmu-mir-467h	121	79	99	1	20,	0,	79,
19	1	0	0	0	0	0	0	+	10433-25	20	0	20	mmu-mir-467e	87	10	30	1	20,	0,	10,
22	0	0	0	0	0	0	0	+	10434-25	22	0	22	mmu-mir-127	70	42	64	1	22,	0,	42,
22	0	0	0	0	0	0	0	+	10436-25	22	0	22	mmu-mir-669o	96	5	27	1	22,	0,	5,
21	1	0	0	0	0	0	0	+	10436-25	22	0	22	mmu-mir-669m-1	98	5	27	1	22,	0,	5,
21	1	0	0	0	0	0	0	+	10436-25	22	0	22	mmu-mir-669l	98	4	26	1	22,	0,	4,
22	0	0	0	0	0	0	0	+	10436-25	22	0	22	mmu-mir-669k	127	19	41	1	22,	0,	19,
22	0	0	0	0	0	0	0	+	10436-25	22	0	22	mmu-mir-669j	121	32	54	1	22,	0,	32,
22	0	0	0	0	0	0	0	+	10436-25	22	0	22	mmu-mir-669i	127	20	42	1	22,	0,	20,
19	2	0	0	0	0	0	0	+	10436-25	22	1	22	mmu-mir-669h	125	20	41	1	21,	1,	20,
21	1	0	0	0	0	0	0	+	10436-25	22	0	22	mmu-mir-669f	121	5	27	1	22,	0,	5,
22	0	0	0	0	0	0	0	+	10436-25	22	0	22	mmu-mir-669c	109	11	33	1	22,	0,	11,
20	2	0	0	0	0	0	0	+	10436-25	22	0	22	mmu-mir-669b	97	10	32	1	22,	0,	10,
22	0	0	0	0	0	0	0	+	10436-25	22	0	22	mmu-mir-669a-3	109	13	35	1	22,	0,	13,
22	0	0	0	0	0	0	0	+	10436-25	22	0	22	mmu-mir-669a-2	97	7	29	1	22,	0,	7,
22	0	0	0	0	0	0	0	+	10436-25	22	0	22	mmu-mir-669a-1	97	5	27	1	22,	0,	5,
21	1	0	0	0	0	0	0	-	10436-25	22	0	22	mmu-mir-467c	97	56	78	1	22,	0,	56,
20	1	0	0	0	0	0	0	+	10437-25	21	0	21	mmu-mir-93	88	14	35	1	21,	0,	14,
17	0	0	0	0	0	0	0	+	10439-25	17	0	17	mmu-mir-2132	179	122	139	1	17,	0,	122,
18	0	0	0	0	0	0	0	+	10442-25	19	0	18	mmu-mir-290	83	13	31	1	18,	0,	13,
21	0	0	0	0	0	0	0	+	10443-25	22	1	22	mmu-mir-30e	92	17	38	1	21,	1,	17,
20	1	0	0	0	0	0	0	+	10444-25	21	0	21	mmu-mir-21	92	17	38	1	21,	0,	17,
16	0	0	0	0	0	0	0	+	10445-25	19	3	19	mmu-mir-2146	54	0	16	1	16,	3,	0,
19	1	0	0	0	0	0	0	+	10449-25	20	0	20	mmu-mir-24-1	68	43	63	1	20,	0,	43,
18	1	0	0	0	0	0	0	+	10451-25	19	0	19	mmu-mir-295	69	42	61	1	19,	0,	42,
20	0	0	0	0	0	0	0	+	10453-25	20	0	20	mmu-mir-208b	77	45	65	1	20,	0,	45,
18	0	0	0	0	0	0	0	+	10456-25	18	0	18	mmu-mir-2140	53	13	31	1	18,	0,	13,
19	0	0	0	0	0	0	0	+	10458-25	19	0	19	mmu-mir-192	89	13	32	1	19,	0,	13,
16	0	0	0	0	0	0	0	+	10459-25	16	0	16	mmu-mir-714	110	23	39	1	16,	0,	23,
17	1	0	0	0	0	0	0	+	10461-25	18	0	18	mmu-mir-101b	97	60	78	1	18,	0,	60,
18	0	0	0	0	0	0	0	+	10461-25	18	0	18	mmu-mir-101a	83	50	68	1	18,	0,	50,
20	0	0	0	0	0	0	0	+	10463-25	20	0	20	mmu-mir-1983	132	100	120	1	20,	0,	100,
17	0	0	0	0	0	0	0	+	10465-25	17	0	17	mmu-mir-669c	109	5	22	1	17,	0,	5,
16	0	0	0	0	0	0	0	+	10465-25	17	0	16	mmu-mir-669b	97	4	20	1	16,	0,	4,
17	0	0	0	0	0	0	0	+	10465-25	17	0	17	mmu-mir-669a-3	109	7	24	1	17,	0,	7,
17	0	0	0	0	0	0	0	+	10465-25	17	0	17	mmu-mir-669a-2	97	1	18	1	17,	0,	1,
17	0	0	0	0	0	0	0	+	10465-25	17	0	17	mmu-mir-466l	121	2	19	1	17,	0,	2,
18	0	0	0	0	0	0	0	+	10468-25	18	0	18	mmu-mir-324	89	17	35	1	18,	0,	17,
18	1	0	0	0	0	0	0	+	10472-25	19	0	19	mmu-mir-26a-2	84	13	32	1	19,	0,	13,
18	1	0	0	0	0	0	0	+	10472-25	19	0	19	mmu-mir-26a-1	90	15	34	1	19,	0,	15,
17	0	0	0	0	0	0	0	+	10473-25	21	0	17	mmu-mir-302d	66	41	58	1	17,	0,	41,
20	1	0	0	0	0	0	0	+	10473-25	21	0	21	mmu-mir-302b	74	47	68	1	21,	0,	47,
18	0	0	0	0	0	0	0	+	10473-25	21	0	18	mmu-mir-302a	69	43	61	1	18,	0,	43,
22	0	0	0	0	0	0	0	+	10477-25	22	0	22	mmu-mir-293	80	46	68	1	22,	0,	46,
20	0	0	0	0	0	0	0	+	10478-25	23	3	23	mmu-mir-294	84	50	70	1	20,	3,	50,
19	1	0	0	0	0	0	0	+	10480-25	20	0	20	mmu-mir-134	71	6	26	1	20,	0,	6,
20	1	0	0	0	0	0	0	+	10481-25	21	0	21	mmu-mir-342	99	60	81	1	21,	0,	60,
20	0	0	0	0	0	0	0	+	10483-25	20	0	20	mmu-mir-2135-5	102	6	26	1	20,	0,	6,
19	0	0	0	0	0	0	0	+	10483-25	20	0	19	mmu-mir-2135-4	107	10	29	1	19,	0,	10,
20	0	0	0	0	0	0	0	+	10483-25	20	0	20	mmu-mir-2135-3	110	11	31	1	20,	0,	11,
20	0	0	0	0	0	0	0	+	10483-25	20	0	20	mmu-mir-2135-2	110	11	31	1	20,	0,	11,
20	0	0	0	0	0	0	0	+	10483-25	20	0	20	mmu-mir-2135-1	110	11	31	1	20,	0,	11,
16	0	0	0	0	0	0	0	+	10485-25	22	6	22	mmu-mir-1957	66	7	23	1	16,	6,	7,
17	0	0	0	0	0	0	0	-	10485-25	22	5	22	mmu-mir-1928	67	32	49	1	17,	0,	32,
20	0	0	0	0	0	0	0	+	10486-25	21	0	20	mmu-mir-674	100	24	44	1	20,	0,	24,
19	1	0	0	0	0	0	0	+	10487-25	20	0	20	mmu-mir-134	71	6	26	1	20,	0,	6,
21	0	0	0	0	0	0	0	+	10490-25	21	0	21	mmu-mir-770	94	53	74	1	21,	0,	53,
20	1	0	0	0	0	0	0	+	10491-25	21	0	21	mmu-mir-186	71	6	27	1	21,	0,	6,
20	0	0	0	0	0	0	0	+	10492-25	20	0	20	mmu-mir-376a	68	6	26	1	20,	0,	6,
21	1	0	0	0	0	0	0	+	10496-25	22	0	22	mmu-mir-30e	92	16	38	1	22,	0,	16,
20	1	0	0	0	0	0	0	+	10498-25	21	0	21	mmu-mir-93	88	14	35	1	21,	0,	14,
16	0	0	0	0	0	0	0	+	10505-25	16	0	16	mmu-mir-2135-5	102	63	79	1	16,	0,	63,
16	0	0	0	0	0	0	0	+	10505-25	16	0	16	mmu-mir-2135-4	107	68	84	1	16,	0,	68,
16	0	0	0	0	0	0	0	+	10505-25	16	0	16	mmu-mir-2135-3	110	69	85	1	16,	0,	69,
16	0	0	0	0	0	0	0	+	10505-25	16	0	16	mmu-mir-2135-2	110	69	85	1	16,	0,	69,
16	0	0	0	0	0	0	0	+	10505-25	16	0	16	mmu-mir-2135-1	110	69	85	1	16,	0,	69,
18	1	0	0	0	0	0	0	+	10516-25	19	0	19	mmu-mir-295	69	42	61	1	19,	0,	42,
22	0	0	0	0	0	0	0	+	10517-25	22	0	22	mmu-mir-28	86	53	75	1	22,	0,	53,
18	1	0	0	0	0	0	0	+	10518-25	19	0	19	mmu-mir-292	82	11	30	1	19,	0,	11,
19	1	0	0	0	0	0	0	+	10521-25	20	0	20	mmu-mir-302d	66	41	61	1	20,	0,	41,
21	0	0	0	0	0	0	0	+	10523-25	22	1	22	mmu-mir-342	99	61	82	1	21,	1,	61,
17	0	0	0	0	0	0	0	+	10525-25	17	0	17	mmu-mir-292	82	32	49	1	17,	0,	32,
